source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),35,NA,ZAF,mAb,South Africa,777,35$(mAb),ZAF $35 mAb,6662.1,6687.5,5974.4,7527,4796.1,9489.3
new data (hospital-based + HUS),intervention cost (million US$),35,NA,ZAF,mAb,South Africa,5373000,35$(mAb),ZAF $35 mAb,37.6,37.6,37.6,37.6,37.6,37.6
new data (hospital-based + HUS),total DALY averted (US$),35,NA,ZAF,mAb,South Africa,9326,35$(mAb),ZAF $35 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),35,NA,ZAF,mAb,South Africa,4314,35$(mAb),ZAF $35 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),35,NA,ZAF,mAb,South Africa,8736000,35$(mAb),ZAF $35 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),35,NA,ZAF,mAb,South Africa,359,35$(mAb),ZAF $35 mAb,3079.9,3093.5,2757.6,3485.7,2212.8,4403.3
new data (hospital-based + HUS),incremental cost (million US$),17.5,NA,ZAF,MV,South Africa,3737000,17.5$(MV),ZAF $17.5 MV,12.6,12.6,11.8,13.4,10.2,14.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),17.5,NA,ZAF,MV,South Africa,1277,17.5$(MV),ZAF $17.5 MV,4236.6,4296.4,3608,5060.6,2600.3,6897.8
new data (hospital-based + HUS),intervention cost (million US$),17.5,NA,ZAF,MV,South Africa,2734000,17.5$(MV),ZAF $17.5 MV,19.1,19.1,19.1,19.1,19.1,19.1
new data (hospital-based + HUS),total DALY averted (US$),17.5,NA,ZAF,MV,South Africa,6365,17.5$(MV),ZAF $17.5 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),17.5,NA,ZAF,MV,South Africa,2942,17.5$(MV),ZAF $17.5 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),17.5,NA,ZAF,MV,South Africa,6471000,17.5$(MV),ZAF $17.5 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),17.5,NA,ZAF,MV,South Africa,590,17.5$(MV),ZAF $17.5 MV,1958,1985.9,1665.3,2346.7,1193.8,3228.2
new data (hospital-based + HUS),incremental cost (million US$),40,NA,KEN,mAb,Kenya,4430000,40$(mAb),KEN $40 mAb,50.3,50.3,50.1,50.4,49.9,50.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),40,NA,KEN,mAb,Kenya,731,40$(mAb),KEN $40 mAb,8246.5,8301.1,7494.4,9213.5,6284.8,11439.3
new data (hospital-based + HUS),intervention cost (million US$),40,NA,KEN,mAb,Kenya,6554000,40$(mAb),KEN $40 mAb,52.4,52.4,52.4,52.4,52.4,52.4
new data (hospital-based + HUS),total DALY averted (US$),40,NA,KEN,mAb,Kenya,13820,40$(mAb),KEN $40 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),40,NA,KEN,mAb,Kenya,6057,40$(mAb),KEN $40 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),40,NA,KEN,mAb,Kenya,2124000,40$(mAb),KEN $40 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),40,NA,KEN,mAb,Kenya,320,40$(mAb),KEN $40 mAb,3615.1,3637.9,3282.9,4044.9,2745.9,5031.4
new data (hospital-based + HUS),incremental cost (million US$),20,NA,KEN,MV,Kenya,2201000,20$(MV),KEN $20 MV,25.6,25.7,25.5,25.8,25.3,25.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,NA,KEN,MV,Kenya,493,20$(MV),KEN $20 MV,5707,5774.4,5096.6,6551.4,4082.9,8518.9
new data (hospital-based + HUS),intervention cost (million US$),20,NA,KEN,MV,Kenya,3353000,20$(MV),KEN $20 MV,26.8,26.8,26.8,26.8,26.8,26.8
new data (hospital-based + HUS),total DALY averted (US$),20,NA,KEN,MV,Kenya,10170,20$(MV),KEN $20 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,NA,KEN,MV,Kenya,4442,20$(MV),KEN $20 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),20,NA,KEN,MV,Kenya,1152000,20$(MV),KEN $20 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,NA,KEN,MV,Kenya,215,20$(MV),KEN $20 MV,2492.5,2522.2,2222.6,2868.2,1775.1,3741.6
new data (hospital-based + HUS),incremental cost (million US$),40,NA,ZAF,mAb,South Africa,3364000,40$(mAb),ZAF $40 mAb,34.2,34.2,33.4,35,31.6,36.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),40,NA,ZAF,mAb,South Africa,777,40$(mAb),ZAF $40 mAb,7903.9,7932.3,7119.4,8889.7,5778,11131.5
new data (hospital-based + HUS),intervention cost (million US$),40,NA,ZAF,mAb,South Africa,5373000,40$(mAb),ZAF $40 mAb,43,43,43,43,43,43
new data (hospital-based + HUS),total DALY averted (US$),40,NA,ZAF,mAb,South Africa,9326,40$(mAb),ZAF $40 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),40,NA,ZAF,mAb,South Africa,4314,40$(mAb),ZAF $40 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),40,NA,ZAF,mAb,South Africa,8736000,40$(mAb),ZAF $40 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),40,NA,ZAF,mAb,South Africa,359,40$(mAb),ZAF $40 mAb,3654,3669.3,3286.1,4116.8,2665.8,5165.4
new data (hospital-based + HUS),incremental cost (million US$),20,NA,ZAF,MV,South Africa,3737000,20$(MV),ZAF $20 MV,15.3,15.4,14.5,16.1,12.9,17.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,NA,ZAF,MV,South Africa,1277,20$(MV),ZAF $20 MV,5158.2,5224.3,4444.1,6094.7,3298.4,8184.9
new data (hospital-based + HUS),intervention cost (million US$),20,NA,ZAF,MV,South Africa,2734000,20$(MV),ZAF $20 MV,21.8,21.8,21.8,21.8,21.8,21.8
new data (hospital-based + HUS),total DALY averted (US$),20,NA,ZAF,MV,South Africa,6365,20$(MV),ZAF $20 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,NA,ZAF,MV,South Africa,2942,20$(MV),ZAF $20 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),20,NA,ZAF,MV,South Africa,6471000,20$(MV),ZAF $20 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,NA,ZAF,MV,South Africa,590,20$(MV),ZAF $20 MV,2383.9,2414.8,2051.2,2826.3,1514.2,3830.5
new data (hospital-based + HUS),incremental cost (million US$),45,NA,KEN,mAb,Kenya,4430000,45$(mAb),KEN $45 mAb,56.8,56.8,56.7,57,56.4,57.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),45,NA,KEN,mAb,Kenya,731,45$(mAb),KEN $45 mAb,9320.7,9382.5,8473.6,10410.2,7110.4,12916.9
new data (hospital-based + HUS),intervention cost (million US$),45,NA,KEN,mAb,Kenya,6554000,45$(mAb),KEN $45 mAb,58.9,58.9,58.9,58.9,58.9,58.9
new data (hospital-based + HUS),total DALY averted (US$),45,NA,KEN,mAb,Kenya,13820,45$(mAb),KEN $45 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),45,NA,KEN,mAb,Kenya,6057,45$(mAb),KEN $45 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),45,NA,KEN,mAb,Kenya,2124000,45$(mAb),KEN $45 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),45,NA,KEN,mAb,Kenya,320,45$(mAb),KEN $45 mAb,4086.1,4111.9,3711.9,4570.3,3106.6,5681.3
new data (hospital-based + HUS),incremental cost (million US$),22.5,NA,KEN,MV,Kenya,2201000,22.5$(MV),KEN $22.5 MV,29,29,28.9,29.1,28.7,29.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),22.5,NA,KEN,MV,Kenya,493,22.5$(MV),KEN $22.5 MV,6452.7,6528.6,5765.3,7403.4,4623.3,9619
new data (hospital-based + HUS),intervention cost (million US$),22.5,NA,KEN,MV,Kenya,3353000,22.5$(MV),KEN $22.5 MV,30.2,30.2,30.2,30.2,30.2,30.2
new data (hospital-based + HUS),total DALY averted (US$),22.5,NA,KEN,MV,Kenya,10170,22.5$(MV),KEN $22.5 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),22.5,NA,KEN,MV,Kenya,4442,22.5$(MV),KEN $22.5 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),22.5,NA,KEN,MV,Kenya,1152000,22.5$(MV),KEN $22.5 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),22.5,NA,KEN,MV,Kenya,215,22.5$(MV),KEN $22.5 MV,2818.2,2851.7,2514.2,3241.2,2010.1,4224.8
new data (hospital-based + HUS),incremental cost (million US$),45,NA,ZAF,mAb,South Africa,3364000,45$(mAb),ZAF $45 mAb,39.5,39.6,38.8,40.4,37,41.8
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),45,NA,ZAF,mAb,South Africa,777,45$(mAb),ZAF $45 mAb,9145.7,9177.1,8264.4,10252.5,6759.9,12773.7
new data (hospital-based + HUS),intervention cost (million US$),45,NA,ZAF,mAb,South Africa,5373000,45$(mAb),ZAF $45 mAb,48.3,48.3,48.3,48.3,48.3,48.3
new data (hospital-based + HUS),total DALY averted (US$),45,NA,ZAF,mAb,South Africa,9326,45$(mAb),ZAF $45 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),45,NA,ZAF,mAb,South Africa,4314,45$(mAb),ZAF $45 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),45,NA,ZAF,mAb,South Africa,8736000,45$(mAb),ZAF $45 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),45,NA,ZAF,mAb,South Africa,359,45$(mAb),ZAF $45 mAb,4228.1,4245.1,3814.6,4747.9,3118.8,5927.4
new data (hospital-based + HUS),incremental cost (million US$),22.5,NA,ZAF,MV,South Africa,3737000,22.5$(MV),ZAF $22.5 MV,18,18.1,17.2,18.8,15.6,20.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),22.5,NA,ZAF,MV,South Africa,1277,22.5$(MV),ZAF $22.5 MV,6079.8,6152.3,5280.2,7128.8,3996.4,9472
new data (hospital-based + HUS),intervention cost (million US$),22.5,NA,ZAF,MV,South Africa,2734000,22.5$(MV),ZAF $22.5 MV,24.6,24.6,24.6,24.6,24.6,24.6
new data (hospital-based + HUS),total DALY averted (US$),22.5,NA,ZAF,MV,South Africa,6365,22.5$(MV),ZAF $22.5 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),22.5,NA,ZAF,MV,South Africa,2942,22.5$(MV),ZAF $22.5 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),22.5,NA,ZAF,MV,South Africa,6471000,22.5$(MV),ZAF $22.5 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),22.5,NA,ZAF,MV,South Africa,590,22.5$(MV),ZAF $22.5 MV,2809.8,2843.7,2437.1,3305.8,1834.6,4432.9
new data (hospital-based + HUS),incremental cost (million US$),50,NA,KEN,mAb,Kenya,4430000,50$(mAb),KEN $50 mAb,63.4,63.4,63.2,63.5,63,63.8
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),50,NA,KEN,mAb,Kenya,731,50$(mAb),KEN $50 mAb,10395,10463.9,9452.8,11606.8,7936.1,14394.5
new data (hospital-based + HUS),intervention cost (million US$),50,NA,KEN,mAb,Kenya,6554000,50$(mAb),KEN $50 mAb,65.5,65.5,65.5,65.5,65.5,65.5
new data (hospital-based + HUS),total DALY averted (US$),50,NA,KEN,mAb,Kenya,13820,50$(mAb),KEN $50 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),50,NA,KEN,mAb,Kenya,6057,50$(mAb),KEN $50 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),50,NA,KEN,mAb,Kenya,2124000,50$(mAb),KEN $50 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),50,NA,KEN,mAb,Kenya,320,50$(mAb),KEN $50 mAb,4557,4585.8,4140.8,5095.6,3467.3,6331.2
new data (hospital-based + HUS),incremental cost (million US$),25,NA,KEN,MV,Kenya,2201000,25$(MV),KEN $25 MV,32.3,32.4,32.2,32.5,32,32.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,KEN,MV,Kenya,493,25$(MV),KEN $25 MV,7198.3,7282.8,6434.1,8255.3,5163.7,10719.2
new data (hospital-based + HUS),intervention cost (million US$),25,NA,KEN,MV,Kenya,3353000,25$(MV),KEN $25 MV,33.5,33.5,33.5,33.5,33.5,33.5
new data (hospital-based + HUS),total DALY averted (US$),25,NA,KEN,MV,Kenya,10170,25$(MV),KEN $25 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,KEN,MV,Kenya,4442,25$(MV),KEN $25 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,KEN,MV,Kenya,1152000,25$(MV),KEN $25 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,KEN,MV,Kenya,215,25$(MV),KEN $25 MV,3143.8,3181.1,2805.8,3614.2,2245,4708
new data (hospital-based + HUS),incremental cost (million US$),50,NA,ZAF,mAb,South Africa,3364000,50$(mAb),ZAF $50 mAb,44.9,45,44.1,45.8,42.3,47.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),50,NA,ZAF,mAb,South Africa,777,50$(mAb),ZAF $50 mAb,10387.5,10421.9,9409.4,11615.3,7741.7,14415.9
new data (hospital-based + HUS),intervention cost (million US$),50,NA,ZAF,mAb,South Africa,5373000,50$(mAb),ZAF $50 mAb,53.7,53.7,53.7,53.7,53.7,53.7
new data (hospital-based + HUS),total DALY averted (US$),50,NA,ZAF,mAb,South Africa,9326,50$(mAb),ZAF $50 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),50,NA,ZAF,mAb,South Africa,4314,50$(mAb),ZAF $50 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),50,NA,ZAF,mAb,South Africa,8736000,50$(mAb),ZAF $50 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),50,NA,ZAF,mAb,South Africa,359,50$(mAb),ZAF $50 mAb,4802.2,4820.9,4343.1,5379,3571.8,6689.4
new data (hospital-based + HUS),incremental cost (million US$),25,NA,ZAF,MV,South Africa,3737000,25$(MV),ZAF $25 MV,20.7,20.8,20,21.6,18.4,22.8
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,NA,ZAF,MV,South Africa,1277,25$(MV),ZAF $25 MV,7001.3,7080.2,6116.4,8162.9,4694.4,10759.2
new data (hospital-based + HUS),intervention cost (million US$),25,NA,ZAF,MV,South Africa,2734000,25$(MV),ZAF $25 MV,27.3,27.3,27.3,27.3,27.3,27.3
new data (hospital-based + HUS),total DALY averted (US$),25,NA,ZAF,MV,South Africa,6365,25$(MV),ZAF $25 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,NA,ZAF,MV,South Africa,2942,25$(MV),ZAF $25 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),25,NA,ZAF,MV,South Africa,6471000,25$(MV),ZAF $25 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,NA,ZAF,MV,South Africa,590,25$(MV),ZAF $25 MV,3235.7,3272.6,2823,3785.4,2155.1,5035.3
new data (hospital-based + HUS),incremental cost (million US$),55,NA,KEN,mAb,Kenya,4430000,55$(mAb),KEN $55 mAb,69.9,69.9,69.8,70.1,69.5,70.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),55,NA,KEN,mAb,Kenya,731,55$(mAb),KEN $55 mAb,11469.3,11545.3,10432.1,12803.5,8761.7,15872
new data (hospital-based + HUS),intervention cost (million US$),55,NA,KEN,mAb,Kenya,6554000,55$(mAb),KEN $55 mAb,72,72,72,72,72,72
new data (hospital-based + HUS),total DALY averted (US$),55,NA,KEN,mAb,Kenya,13820,55$(mAb),KEN $55 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),55,NA,KEN,mAb,Kenya,6057,55$(mAb),KEN $55 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),55,NA,KEN,mAb,Kenya,2124000,55$(mAb),KEN $55 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),55,NA,KEN,mAb,Kenya,320,55$(mAb),KEN $55 mAb,5028,5059.7,4569.7,5621,3828,6981.1
new data (hospital-based + HUS),incremental cost (million US$),27.5,NA,KEN,MV,Kenya,2201000,27.5$(MV),KEN $27.5 MV,35.7,35.7,35.6,35.8,35.4,36
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),27.5,NA,KEN,MV,Kenya,493,27.5$(MV),KEN $27.5 MV,7944,8036.9,7102.9,9107.3,5704.1,11819.4
new data (hospital-based + HUS),intervention cost (million US$),27.5,NA,KEN,MV,Kenya,3353000,27.5$(MV),KEN $27.5 MV,36.9,36.9,36.9,36.9,36.9,36.9
new data (hospital-based + HUS),total DALY averted (US$),27.5,NA,KEN,MV,Kenya,10170,27.5$(MV),KEN $27.5 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),27.5,NA,KEN,MV,Kenya,4442,27.5$(MV),KEN $27.5 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),27.5,NA,KEN,MV,Kenya,1152000,27.5$(MV),KEN $27.5 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),27.5,NA,KEN,MV,Kenya,215,27.5$(MV),KEN $27.5 MV,3469.5,3510.5,3097.5,3987.2,2480,5191.2
new data (hospital-based + HUS),incremental cost (million US$),55,NA,ZAF,mAb,South Africa,3364000,55$(mAb),ZAF $55 mAb,50.3,50.3,49.5,51.1,47.7,52.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),55,NA,ZAF,mAb,South Africa,777,55$(mAb),ZAF $55 mAb,11629.3,11666.7,10554.4,12978,8723.6,16058.1
new data (hospital-based + HUS),intervention cost (million US$),55,NA,ZAF,mAb,South Africa,5373000,55$(mAb),ZAF $55 mAb,59.1,59.1,59.1,59.1,59.1,59.1
new data (hospital-based + HUS),total DALY averted (US$),55,NA,ZAF,mAb,South Africa,9326,55$(mAb),ZAF $55 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),55,NA,ZAF,mAb,South Africa,4314,55$(mAb),ZAF $55 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),55,NA,ZAF,mAb,South Africa,8736000,55$(mAb),ZAF $55 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),55,NA,ZAF,mAb,South Africa,359,55$(mAb),ZAF $55 mAb,5376.3,5396.7,4871.6,6010.1,4024.8,7451.5
new data (hospital-based + HUS),incremental cost (million US$),27.5,NA,ZAF,MV,South Africa,3737000,27.5$(MV),ZAF $27.5 MV,23.5,23.6,22.7,24.3,21.1,25.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),27.5,NA,ZAF,MV,South Africa,1277,27.5$(MV),ZAF $27.5 MV,7922.9,8008.2,6952.5,9197,5392.5,12046.3
new data (hospital-based + HUS),intervention cost (million US$),27.5,NA,ZAF,MV,South Africa,2734000,27.5$(MV),ZAF $27.5 MV,30,30,30,30,30,30
new data (hospital-based + HUS),total DALY averted (US$),27.5,NA,ZAF,MV,South Africa,6365,27.5$(MV),ZAF $27.5 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),27.5,NA,ZAF,MV,South Africa,2942,27.5$(MV),ZAF $27.5 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),27.5,NA,ZAF,MV,South Africa,6471000,27.5$(MV),ZAF $27.5 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),27.5,NA,ZAF,MV,South Africa,590,27.5$(MV),ZAF $27.5 MV,3661.6,3701.5,3208.9,4264.9,2475.5,5637.7
new data (hospital-based + HUS),incremental cost (million US$),60,NA,KEN,mAb,Kenya,4430000,60$(mAb),KEN $60 mAb,76.5,76.5,76.3,76.6,76.1,76.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),60,NA,KEN,mAb,Kenya,731,60$(mAb),KEN $60 mAb,12543.5,12626.7,11411.3,14000.2,9587.3,17349.6
new data (hospital-based + HUS),intervention cost (million US$),60,NA,KEN,mAb,Kenya,6554000,60$(mAb),KEN $60 mAb,78.6,78.6,78.6,78.6,78.6,78.6
new data (hospital-based + HUS),total DALY averted (US$),60,NA,KEN,mAb,Kenya,13820,60$(mAb),KEN $60 mAb,13908.1,13821,12467.5,15270,10078.6,18158.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),60,NA,KEN,mAb,Kenya,6057,60$(mAb),KEN $60 mAb,6097.2,6057,5473.5,6689,4433,7933.4
new data (hospital-based + HUS),total medical cost averted (million US$),60,NA,KEN,mAb,Kenya,2124000,60$(mAb),KEN $60 mAb,2.1,2.1,2,2.3,1.7,2.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),60,NA,KEN,mAb,Kenya,320,60$(mAb),KEN $60 mAb,5498.9,5533.6,4998.7,6146.4,4188.8,7631
new data (hospital-based + HUS),incremental cost (million US$),30,NA,KEN,MV,Kenya,2201000,30$(MV),KEN $30 MV,39,39.1,38.9,39.2,38.7,39.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,KEN,MV,Kenya,493,30$(MV),KEN $30 MV,8689.6,8791.1,7771.6,9959.3,6244.5,12919.5
new data (hospital-based + HUS),intervention cost (million US$),30,NA,KEN,MV,Kenya,3353000,30$(MV),KEN $30 MV,40.2,40.2,40.2,40.2,40.2,40.2
new data (hospital-based + HUS),total DALY averted (US$),30,NA,KEN,MV,Kenya,10170,30$(MV),KEN $30 MV,10286.8,10169.5,8981.2,11486.8,6933,14258.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,KEN,MV,Kenya,4442,30$(MV),KEN $30 MV,4492.7,4442,3932,5009.2,3045,6199.1
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,KEN,MV,Kenya,1152000,30$(MV),KEN $30 MV,1.2,1.1,1,1.3,0.9,1.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,KEN,MV,Kenya,215,30$(MV),KEN $30 MV,3795.2,3839.9,3389.1,4360.2,2714.9,5674.4
new data (hospital-based + HUS),incremental cost (million US$),60,NA,ZAF,mAb,South Africa,3364000,60$(mAb),ZAF $60 mAb,55.7,55.7,54.9,56.5,53.1,57.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),60,NA,ZAF,mAb,South Africa,777,60$(mAb),ZAF $60 mAb,12871.1,12911.5,11699.4,14340.8,9705.5,17700.3
new data (hospital-based + HUS),intervention cost (million US$),60,NA,ZAF,mAb,South Africa,5373000,60$(mAb),ZAF $60 mAb,64.4,64.4,64.4,64.4,64.4,64.4
new data (hospital-based + HUS),total DALY averted (US$),60,NA,ZAF,mAb,South Africa,9326,60$(mAb),ZAF $60 mAb,9354.1,9326,8509,10161,7047,11854
new data (hospital-based + HUS),total DALY (disc) averted (US$),60,NA,ZAF,mAb,South Africa,4314,60$(mAb),ZAF $60 mAb,4324.4,4314,3940.5,4690,3270,5469
new data (hospital-based + HUS),total medical cost averted (million US$),60,NA,ZAF,mAb,South Africa,8736000,60$(mAb),ZAF $60 mAb,8.8,8.7,7.9,9.6,6.6,11.4
new data (hospital-based + HUS),incremental cost/DALY averted (US$),60,NA,ZAF,mAb,South Africa,359,60$(mAb),ZAF $60 mAb,5950.3,5972.5,5400.1,6641.2,4477.8,8213.5
new data (hospital-based + HUS),incremental cost (million US$),30,NA,ZAF,MV,South Africa,3737000,30$(MV),ZAF $30 MV,26.2,26.3,25.4,27,23.8,28.3
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,NA,ZAF,MV,South Africa,1277,30$(MV),ZAF $30 MV,8844.5,8936.1,7788.7,10231.1,6090.5,13333.5
new data (hospital-based + HUS),intervention cost (million US$),30,NA,ZAF,MV,South Africa,2734000,30$(MV),ZAF $30 MV,32.8,32.8,32.8,32.8,32.8,32.8
new data (hospital-based + HUS),total DALY averted (US$),30,NA,ZAF,MV,South Africa,6365,30$(MV),ZAF $30 MV,6409.7,6365,5693,7074,4532,8519.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,NA,ZAF,MV,South Africa,2942,30$(MV),ZAF $30 MV,2962.3,2942,2640,3265,2121,3911
new data (hospital-based + HUS),total medical cost averted (million US$),30,NA,ZAF,MV,South Africa,6471000,30$(MV),ZAF $30 MV,6.6,6.5,5.8,7.3,4.5,8.9
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,NA,ZAF,MV,South Africa,590,30$(MV),ZAF $30 MV,4087.5,4130.4,3594.9,4744.4,2796,6240.1
new data (hospital-based + HUS),incremental cost (million US$),65,NA,KEN,mAb,Kenya,4430000,65$(mAb),KEN $65 mAb,83,83,82.9,83.2,82.6,83.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),65,NA,KEN,mAb,Kenya,731,65$(mAb),KEN $65 mAb,13617.8,13708.1,12390.5,15196.9,10412.9,18827.2
