source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
new data (hospital-based + HUS),total DALY (disc) averted (US$),40,2,ZAF,mAb,South Africa,8504,40$(mAb),ZAF $40 mAb,8489.4,8503.5,8009,8977.2,7096,9844.2
new data (hospital-based + HUS),total medical cost averted (million US$),40,2,ZAF,mAb,South Africa,17150000,40$(mAb),ZAF $40 mAb,17.2,17.1,15.9,18.4,13.8,20.8
new data (hospital-based + HUS),incremental cost/DALY averted (US$),40,2,ZAF,mAb,South Africa,579,40$(mAb),ZAF $40 mAb,1403.6,1403,1265.6,1559.9,1039.6,1904.4
new data (hospital-based + HUS),incremental cost (million US$),20,2,ZAF,MV,South Africa,3930000,20$(MV),ZAF $20 MV,14.6,14.7,13.9,15.4,12.2,16.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,2,ZAF,MV,South Africa,1564,20$(MV),ZAF $20 MV,5786.2,5825.4,4412.6,8072.7,2815,22438.5
new data (hospital-based + HUS),intervention cost (million US$),20,2,ZAF,MV,South Africa,3281000,20$(MV),ZAF $20 MV,21.9,21.9,21.9,21.9,21.9,21.9
new data (hospital-based + HUS),total DALY averted (US$),20,2,ZAF,MV,South Africa,5413,20$(MV),ZAF $20 MV,5427.9,5413,4061,6791,1474.4,9446.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,2,ZAF,MV,South Africa,2516,20$(MV),ZAF $20 MV,2524.4,2516,1908.5,3142.5,745,4329.1
new data (hospital-based + HUS),total medical cost averted (million US$),20,2,ZAF,MV,South Africa,7211000,20$(MV),ZAF $20 MV,7.3,7.2,6.5,8,5.2,9.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,2,ZAF,MV,South Africa,726,20$(MV),ZAF $20 MV,2691,2707.7,2041.9,3793.8,1290.1,11337.6
new data (hospital-based + HUS),incremental cost (million US$),50,2,KEN,mAb,Kenya,3880000,50$(mAb),KEN $50 mAb,61.6,61.6,61.4,61.8,61,62.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),50,2,KEN,mAb,Kenya,325,50$(mAb),KEN $50 mAb,5152,5176.3,4797,5576.8,4196.2,6493.6
new data (hospital-based + HUS),intervention cost (million US$),50,2,KEN,mAb,Kenya,7865000,50$(mAb),KEN $50 mAb,65.6,65.6,65.6,65.6,65.6,65.6
new data (hospital-based + HUS),total DALY averted (US$),50,2,KEN,mAb,Kenya,27160,50$(mAb),KEN $50 mAb,27295.5,27158,25265,29260.2,21775,33337.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),50,2,KEN,mAb,Kenya,11900,50$(mAb),KEN $50 mAb,11955.1,11899,11076.8,12802.5,9566.9,14547.2
new data (hospital-based + HUS),total medical cost averted (million US$),50,2,KEN,mAb,Kenya,3985000,50$(mAb),KEN $50 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),50,2,KEN,mAb,Kenya,142,50$(mAb),KEN $50 mAb,2256.5,2268,2098.9,2445,1831.1,2853
new data (hospital-based + HUS),incremental cost (million US$),25,2,KEN,MV,Kenya,2775000,25$(MV),KEN $25 MV,32.2,32.2,32.1,32.4,31.9,32.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,2,KEN,MV,Kenya,734,25$(MV),KEN $25 MV,8495.8,8563.5,6751.4,11609,4725.5,31793.3
new data (hospital-based + HUS),intervention cost (million US$),25,2,KEN,MV,Kenya,4023000,25$(MV),KEN $25 MV,33.5,33.5,33.5,33.5,33.5,33.5
new data (hospital-based + HUS),total DALY averted (US$),25,2,KEN,MV,Kenya,8594,25$(MV),KEN $25 MV,8658.2,8594,6315,10897,2224.9,15546.5
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,2,KEN,MV,Kenya,3766,25$(MV),KEN $25 MV,3796,3766,2787.5,4760.5,1023.8,6754.9
new data (hospital-based + HUS),total medical cost averted (million US$),25,2,KEN,MV,Kenya,1248000,25$(MV),KEN $25 MV,1.2,1.2,1.1,1.4,0.9,1.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,2,KEN,MV,Kenya,322,25$(MV),KEN $25 MV,3724.8,3752.6,2949.4,5124.3,2053.2,14629.5
new data (hospital-based + HUS),incremental cost (million US$),50,2,ZAF,mAb,South Africa,10710000,50$(mAb),ZAF $50 mAb,36.6,36.6,35.4,37.8,33,40
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),50,2,ZAF,mAb,South Africa,1254,50$(mAb),ZAF $50 mAb,4307.7,4304.1,3942.2,4719.7,3349.2,5631.3
new data (hospital-based + HUS),intervention cost (million US$),50,2,ZAF,mAb,South Africa,6447000,50$(mAb),ZAF $50 mAb,53.8,53.8,53.8,53.8,53.8,53.8
new data (hospital-based + HUS),total DALY averted (US$),50,2,ZAF,mAb,South Africa,18420,50$(mAb),ZAF $50 mAb,18395.7,18425,17340.5,19469,15338,21374.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),50,2,ZAF,mAb,South Africa,8504,50$(mAb),ZAF $50 mAb,8489.4,8503.5,8009,8977.2,7096,9844.2
new data (hospital-based + HUS),total medical cost averted (million US$),50,2,ZAF,mAb,South Africa,17150000,50$(mAb),ZAF $50 mAb,17.2,17.1,15.9,18.4,13.8,20.8
new data (hospital-based + HUS),incremental cost/DALY averted (US$),50,2,ZAF,mAb,South Africa,579,50$(mAb),ZAF $50 mAb,1988,1986.4,1817.8,2179.9,1542.5,2605.3
new data (hospital-based + HUS),incremental cost (million US$),25,2,ZAF,MV,South Africa,3930000,25$(MV),ZAF $25 MV,20.1,20.1,19.3,20.9,17.7,22.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,2,ZAF,MV,South Africa,1564,25$(MV),ZAF $25 MV,7951.8,7998.1,6152.2,10937,4077.8,29776.3
new data (hospital-based + HUS),intervention cost (million US$),25,2,ZAF,MV,South Africa,3281000,25$(MV),ZAF $25 MV,27.3,27.3,27.3,27.3,27.3,27.3
new data (hospital-based + HUS),total DALY averted (US$),25,2,ZAF,MV,South Africa,5413,25$(MV),ZAF $25 MV,5427.9,5413,4061,6791,1474.4,9446.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,2,ZAF,MV,South Africa,2516,25$(MV),ZAF $25 MV,2524.4,2516,1908.5,3142.5,745,4329.1
new data (hospital-based + HUS),total medical cost averted (million US$),25,2,ZAF,MV,South Africa,7211000,25$(MV),ZAF $25 MV,7.3,7.2,6.5,8,5.2,9.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,2,ZAF,MV,South Africa,726,25$(MV),ZAF $25 MV,3698.2,3717.6,2846.9,5139.9,1868.8,15045.2
new data (hospital-based + HUS),incremental cost (million US$),60,2,KEN,mAb,Kenya,3880000,60$(mAb),KEN $60 mAb,74.7,74.7,74.5,74.9,74.2,75.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),60,2,KEN,mAb,Kenya,325,60$(mAb),KEN $60 mAb,6249.2,6278.7,5821.5,6761,5097.9,7864.6
new data (hospital-based + HUS),intervention cost (million US$),60,2,KEN,mAb,Kenya,7865000,60$(mAb),KEN $60 mAb,78.7,78.7,78.7,78.7,78.7,78.7
new data (hospital-based + HUS),total DALY averted (US$),60,2,KEN,mAb,Kenya,27160,60$(mAb),KEN $60 mAb,27295.5,27158,25265,29260.2,21775,33337.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),60,2,KEN,mAb,Kenya,11900,60$(mAb),KEN $60 mAb,11955.1,11899,11076.8,12802.5,9566.9,14547.2
new data (hospital-based + HUS),total medical cost averted (million US$),60,2,KEN,mAb,Kenya,3985000,60$(mAb),KEN $60 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),60,2,KEN,mAb,Kenya,142,60$(mAb),KEN $60 mAb,2737.1,2750.9,2547.1,2964.2,2224.6,3455.3
new data (hospital-based + HUS),incremental cost (million US$),30,2,KEN,MV,Kenya,2775000,30$(MV),KEN $30 MV,38.9,38.9,38.8,39.1,38.6,39.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,2,KEN,MV,Kenya,734,30$(MV),KEN $30 MV,10260.9,10342.5,8158.8,14012.6,5717.4,38337.6
new data (hospital-based + HUS),intervention cost (million US$),30,2,KEN,MV,Kenya,4023000,30$(MV),KEN $30 MV,40.2,40.2,40.2,40.2,40.2,40.2
new data (hospital-based + HUS),total DALY averted (US$),30,2,KEN,MV,Kenya,8594,30$(MV),KEN $30 MV,8658.2,8594,6315,10897,2224.9,15546.5
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,2,KEN,MV,Kenya,3766,30$(MV),KEN $30 MV,3796,3766,2787.5,4760.5,1023.8,6754.9
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,KEN,MV,Kenya,1248000,30$(MV),KEN $30 MV,1.2,1.2,1.1,1.4,0.9,1.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,2,KEN,MV,Kenya,322,30$(MV),KEN $30 MV,4498.6,4532.2,3564.3,6185.3,2484.2,17640.8
new data (hospital-based + HUS),incremental cost (million US$),60,2,ZAF,mAb,South Africa,10710000,60$(mAb),ZAF $60 mAb,47.3,47.4,46.1,48.5,43.7,50.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),60,2,ZAF,mAb,South Africa,1254,60$(mAb),ZAF $60 mAb,5574,5568.3,5139.7,6061.9,4441.2,7146.3
new data (hospital-based + HUS),intervention cost (million US$),60,2,ZAF,mAb,South Africa,6447000,60$(mAb),ZAF $60 mAb,64.5,64.5,64.5,64.5,64.5,64.5
new data (hospital-based + HUS),total DALY averted (US$),60,2,ZAF,mAb,South Africa,18420,60$(mAb),ZAF $60 mAb,18395.7,18425,17340.5,19469,15338,21374.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),60,2,ZAF,mAb,South Africa,8504,60$(mAb),ZAF $60 mAb,8489.4,8503.5,8009,8977.2,7096,9844.2
new data (hospital-based + HUS),total medical cost averted (million US$),60,2,ZAF,mAb,South Africa,17150000,60$(mAb),ZAF $60 mAb,17.2,17.1,15.9,18.4,13.8,20.8
new data (hospital-based + HUS),incremental cost/DALY averted (US$),60,2,ZAF,mAb,South Africa,579,60$(mAb),ZAF $60 mAb,2572.3,2569.9,2369.9,2799.8,2045.4,3306.2
new data (hospital-based + HUS),incremental cost (million US$),30,2,ZAF,MV,South Africa,3930000,30$(MV),ZAF $30 MV,25.5,25.6,24.8,26.3,23.1,27.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,2,ZAF,MV,South Africa,1564,30$(MV),ZAF $30 MV,10117.3,10170.9,7891.8,13801.4,5340.5,37114.1
new data (hospital-based + HUS),intervention cost (million US$),30,2,ZAF,MV,South Africa,3281000,30$(MV),ZAF $30 MV,32.8,32.8,32.8,32.8,32.8,32.8
new data (hospital-based + HUS),total DALY averted (US$),30,2,ZAF,MV,South Africa,5413,30$(MV),ZAF $30 MV,5427.9,5413,4061,6791,1474.4,9446.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,2,ZAF,MV,South Africa,2516,30$(MV),ZAF $30 MV,2524.4,2516,1908.5,3142.5,745,4329.1
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,ZAF,MV,South Africa,7211000,30$(MV),ZAF $30 MV,7.3,7.2,6.5,8,5.2,9.7
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,2,ZAF,MV,South Africa,726,30$(MV),ZAF $30 MV,4705.3,4727.5,3651.9,6486.1,2447.6,18752.8
new data (hospital-based + HUS),incremental cost (million US$),100,2,KEN,mAb,Kenya,3880000,100$(mAb),KEN $100 mAb,127.2,127.2,127,127.4,126.6,127.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),100,2,KEN,mAb,Kenya,325,100$(mAb),KEN $100 mAb,10637.8,10688,9919.7,11497.7,8704.6,13348.8
new data (hospital-based + HUS),intervention cost (million US$),100,2,KEN,mAb,Kenya,7865000,100$(mAb),KEN $100 mAb,131.2,131.2,131.2,131.2,131.2,131.2
new data (hospital-based + HUS),total DALY averted (US$),100,2,KEN,mAb,Kenya,27160,100$(mAb),KEN $100 mAb,27295.5,27158,25265,29260.2,21775,33337.1
new data (hospital-based + HUS),total DALY (disc) averted (US$),100,2,KEN,mAb,Kenya,11900,100$(mAb),KEN $100 mAb,11955.1,11899,11076.8,12802.5,9566.9,14547.2
new data (hospital-based + HUS),total medical cost averted (million US$),100,2,KEN,mAb,Kenya,3985000,100$(mAb),KEN $100 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),100,2,KEN,mAb,Kenya,142,100$(mAb),KEN $100 mAb,4659.3,4682.8,4340.2,5040.8,3798.4,5864.8
new data (hospital-based + HUS),incremental cost (million US$),100,2,ZAF,mAb,South Africa,10710000,100$(mAb),ZAF $100 mAb,90.3,90.4,89.1,91.6,86.7,93.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),100,2,ZAF,mAb,South Africa,1254,100$(mAb),ZAF $100 mAb,10639.2,10625,9929.5,11430.9,8809.2,13206
new data (hospital-based + HUS),intervention cost (million US$),100,2,ZAF,mAb,South Africa,6447000,100$(mAb),ZAF $100 mAb,107.5,107.5,107.5,107.5,107.5,107.5
new data (hospital-based + HUS),total DALY averted (US$),100,2,ZAF,mAb,South Africa,18420,100$(mAb),ZAF $100 mAb,18395.7,18425,17340.5,19469,15338,21374.4
new data (hospital-based + HUS),total DALY (disc) averted (US$),100,2,ZAF,mAb,South Africa,8504,100$(mAb),ZAF $100 mAb,8489.4,8503.5,8009,8977.2,7096,9844.2
new data (hospital-based + HUS),total medical cost averted (million US$),100,2,ZAF,mAb,South Africa,17150000,100$(mAb),ZAF $100 mAb,17.2,17.1,15.9,18.4,13.8,20.8
new data (hospital-based + HUS),incremental cost/DALY averted (US$),100,2,ZAF,mAb,South Africa,579,100$(mAb),ZAF $100 mAb,4909.9,4903.7,4578.6,5279.5,4057.2,6109.7
