source,variable,price,source_num,country_iso,intervention,country_plot,vec,price_interv,cnt_int,mean,median,CI50_low,CI50_high,CI95_low,CI95_high
new data (hospital-based + HUS),total DALY (disc) averted (US$),40,2,ZAF,mAb,South Africa,8489,40$(mAb),ZAF $40 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),40,2,ZAF,mAb,South Africa,17120000,40$(mAb),ZAF $40 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),40,2,ZAF,mAb,South Africa,579,40$(mAb),ZAF $40 mAb,1404.8,1406.4,1268.9,1560.7,1047.6,1893.7
new data (hospital-based + HUS),incremental cost (million US$),20,2,ZAF,MV,South Africa,10890000,20$(MV),ZAF $20 MV,7.9,7.7,6.2,9.4,3.4,12.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),20,2,ZAF,MV,South Africa,1588,20$(MV),ZAF $20 MV,1174.4,1088,833.3,1508.5,415.7,3249.7
new data (hospital-based + HUS),intervention cost (million US$),20,2,ZAF,MV,South Africa,3281000,20$(MV),ZAF $20 MV,21.9,21.9,21.9,21.9,21.9,21.9
new data (hospital-based + HUS),total DALY averted (US$),20,2,ZAF,MV,South Africa,15380,20$(MV),ZAF $20 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),20,2,ZAF,MV,South Africa,7074,20$(MV),ZAF $20 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),20,2,ZAF,MV,South Africa,14170000,20$(MV),ZAF $20 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),20,2,ZAF,MV,South Africa,731,20$(MV),ZAF $20 MV,541.4,500.5,383.3,695.7,190.6,1526
new data (hospital-based + HUS),incremental cost (million US$),50,2,KEN,mAb,Kenya,3875000,50$(mAb),KEN $50 mAb,61.6,61.6,61.4,61.8,61.1,62.1
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),50,2,KEN,mAb,Kenya,325,50$(mAb),KEN $50 mAb,5152.1,5175.7,4797.5,5576.7,4188.6,6488.4
new data (hospital-based + HUS),intervention cost (million US$),50,2,KEN,mAb,Kenya,7865000,50$(mAb),KEN $50 mAb,65.6,65.6,65.6,65.6,65.6,65.6
new data (hospital-based + HUS),total DALY averted (US$),50,2,KEN,mAb,Kenya,27160,50$(mAb),KEN $50 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),50,2,KEN,mAb,Kenya,11900,50$(mAb),KEN $50 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),50,2,KEN,mAb,Kenya,3990000,50$(mAb),KEN $50 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),50,2,KEN,mAb,Kenya,142,50$(mAb),KEN $50 mAb,2256.6,2267.4,2099.6,2444.9,1829.9,2848.7
new data (hospital-based + HUS),incremental cost (million US$),25,2,KEN,MV,Kenya,1527000,25$(MV),KEN $25 MV,31,31,30.8,31.2,30.5,31.8
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,2,KEN,MV,Kenya,150,25$(MV),KEN $25 MV,3055,2933.7,2661.2,3426.6,2285.1,5891.1
new data (hospital-based + HUS),intervention cost (million US$),25,2,KEN,MV,Kenya,4023000,25$(MV),KEN $25 MV,33.5,33.5,33.5,33.5,33.5,33.5
new data (hospital-based + HUS),total DALY averted (US$),25,2,KEN,MV,Kenya,24240,25$(MV),KEN $25 MV,23290.3,24241,20858.5,26568.5,12204.3,30674
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,2,KEN,MV,Kenya,10570,25$(MV),KEN $25 MV,10160.5,10567,9117,11577.5,5396.2,13334.5
new data (hospital-based + HUS),total medical cost averted (million US$),25,2,KEN,MV,Kenya,2496000,25$(MV),KEN $25 MV,2.5,2.5,2.3,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,2,KEN,MV,Kenya,65,25$(MV),KEN $25 MV,1332.7,1278.8,1159.6,1497.7,993.3,2604.8
new data (hospital-based + HUS),incremental cost (million US$),50,2,ZAF,mAb,South Africa,10680000,50$(mAb),ZAF $50 mAb,36.6,36.6,35.4,37.8,33.1,39.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),50,2,ZAF,mAb,South Africa,1254,50$(mAb),ZAF $50 mAb,4310.3,4314.7,3949.5,4718.1,3367.9,5606.9
new data (hospital-based + HUS),intervention cost (million US$),50,2,ZAF,mAb,South Africa,6447000,50$(mAb),ZAF $50 mAb,53.8,53.8,53.8,53.8,53.8,53.8
new data (hospital-based + HUS),total DALY averted (US$),50,2,ZAF,mAb,South Africa,18400,50$(mAb),ZAF $50 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),50,2,ZAF,mAb,South Africa,8489,50$(mAb),ZAF $50 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),50,2,ZAF,mAb,South Africa,17120000,50$(mAb),ZAF $50 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),50,2,ZAF,mAb,South Africa,579,50$(mAb),ZAF $50 mAb,1989.2,1990.7,1821.3,2180.5,1550.6,2592.9
new data (hospital-based + HUS),incremental cost (million US$),25,2,ZAF,MV,South Africa,10890000,25$(MV),ZAF $25 MV,13.3,13.2,11.7,14.8,8.9,18.4
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),25,2,ZAF,MV,South Africa,1588,25$(MV),ZAF $25 MV,1990.5,1860.8,1562.5,2387.9,1082.9,4623
new data (hospital-based + HUS),intervention cost (million US$),25,2,ZAF,MV,South Africa,3281000,25$(MV),ZAF $25 MV,27.3,27.3,27.3,27.3,27.3,27.3
new data (hospital-based + HUS),total DALY averted (US$),25,2,ZAF,MV,South Africa,15380,25$(MV),ZAF $25 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),25,2,ZAF,MV,South Africa,7074,25$(MV),ZAF $25 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),25,2,ZAF,MV,South Africa,14170000,25$(MV),ZAF $25 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),25,2,ZAF,MV,South Africa,731,25$(MV),ZAF $25 MV,917.7,856,718.7,1101.3,496.4,2170.8
new data (hospital-based + HUS),incremental cost (million US$),60,2,KEN,mAb,Kenya,3875000,60$(mAb),KEN $60 mAb,74.7,74.7,74.5,74.9,74.2,75.2
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),60,2,KEN,mAb,Kenya,325,60$(mAb),KEN $60 mAb,6249.2,6277.9,5822,6760.9,5088.4,7858.6
new data (hospital-based + HUS),intervention cost (million US$),60,2,KEN,mAb,Kenya,7865000,60$(mAb),KEN $60 mAb,78.7,78.7,78.7,78.7,78.7,78.7
new data (hospital-based + HUS),total DALY averted (US$),60,2,KEN,mAb,Kenya,27160,60$(mAb),KEN $60 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),60,2,KEN,mAb,Kenya,11900,60$(mAb),KEN $60 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),60,2,KEN,mAb,Kenya,3990000,60$(mAb),KEN $60 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),60,2,KEN,mAb,Kenya,142,60$(mAb),KEN $60 mAb,2737.1,2750.3,2547.9,2964.1,2223,3450.3
new data (hospital-based + HUS),incremental cost (million US$),30,2,KEN,MV,Kenya,1527000,30$(MV),KEN $30 MV,37.7,37.7,37.5,37.9,37.2,38.5
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,2,KEN,MV,Kenya,150,30$(MV),KEN $30 MV,3714.4,3567.7,3239.9,4161.5,2787.5,7132.7
new data (hospital-based + HUS),intervention cost (million US$),30,2,KEN,MV,Kenya,4023000,30$(MV),KEN $30 MV,40.2,40.2,40.2,40.2,40.2,40.2
new data (hospital-based + HUS),total DALY averted (US$),30,2,KEN,MV,Kenya,24240,30$(MV),KEN $30 MV,23290.3,24241,20858.5,26568.5,12204.3,30674
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,2,KEN,MV,Kenya,10570,30$(MV),KEN $30 MV,10160.5,10567,9117,11577.5,5396.2,13334.5
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,KEN,MV,Kenya,2496000,30$(MV),KEN $30 MV,2.5,2.5,2.3,2.7,1.7,3
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,2,KEN,MV,Kenya,65,30$(MV),KEN $30 MV,1620.4,1555.2,1411.8,1818.9,1211.8,3153.8
new data (hospital-based + HUS),incremental cost (million US$),60,2,ZAF,mAb,South Africa,10680000,60$(mAb),ZAF $60 mAb,47.3,47.4,46.2,48.6,43.9,50.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),60,2,ZAF,mAb,South Africa,1254,60$(mAb),ZAF $60 mAb,5576.6,5581,5147.5,6059.1,4460.3,7118.6
new data (hospital-based + HUS),intervention cost (million US$),60,2,ZAF,mAb,South Africa,6447000,60$(mAb),ZAF $60 mAb,64.5,64.5,64.5,64.5,64.5,64.5
new data (hospital-based + HUS),total DALY averted (US$),60,2,ZAF,mAb,South Africa,18400,60$(mAb),ZAF $60 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),60,2,ZAF,mAb,South Africa,8489,60$(mAb),ZAF $60 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),60,2,ZAF,mAb,South Africa,17120000,60$(mAb),ZAF $60 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),60,2,ZAF,mAb,South Africa,579,60$(mAb),ZAF $60 mAb,2573.6,2574.9,2373.8,2800.2,2053.6,3292
new data (hospital-based + HUS),incremental cost (million US$),30,2,ZAF,MV,South Africa,10890000,30$(MV),ZAF $30 MV,18.8,18.6,17.2,20.3,14.3,23.9
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),30,2,ZAF,MV,South Africa,1588,30$(MV),ZAF $30 MV,2806.6,2633.6,2291.7,3267.4,1750.1,5996.2
new data (hospital-based + HUS),intervention cost (million US$),30,2,ZAF,MV,South Africa,3281000,30$(MV),ZAF $30 MV,32.8,32.8,32.8,32.8,32.8,32.8
new data (hospital-based + HUS),total DALY averted (US$),30,2,ZAF,MV,South Africa,15380,30$(MV),ZAF $30 MV,14529.8,15377,13478,16299,8477.8,17876
new data (hospital-based + HUS),total DALY (disc) averted (US$),30,2,ZAF,MV,South Africa,7074,30$(MV),ZAF $30 MV,6698.5,7074,6216,7496.5,3980.8,8194
new data (hospital-based + HUS),total medical cost averted (million US$),30,2,ZAF,MV,South Africa,14170000,30$(MV),ZAF $30 MV,14,14.2,12.5,15.6,8.9,18.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),30,2,ZAF,MV,South Africa,731,30$(MV),ZAF $30 MV,1293.9,1211.5,1054.1,1506.9,802.2,2815.6
new data (hospital-based + HUS),incremental cost (million US$),100,2,KEN,mAb,Kenya,3875000,100$(mAb),KEN $100 mAb,127.2,127.2,127,127.4,126.6,127.7
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),100,2,KEN,mAb,Kenya,325,100$(mAb),KEN $100 mAb,10637.9,10686.7,9919.9,11497.4,8687.9,13339.3
new data (hospital-based + HUS),intervention cost (million US$),100,2,KEN,mAb,Kenya,7865000,100$(mAb),KEN $100 mAb,131.2,131.2,131.2,131.2,131.2,131.2
new data (hospital-based + HUS),total DALY averted (US$),100,2,KEN,mAb,Kenya,27160,100$(mAb),KEN $100 mAb,27295.1,27164.5,25266,29255.2,21803.8,33365.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),100,2,KEN,mAb,Kenya,11900,100$(mAb),KEN $100 mAb,11955.1,11900.5,11077,12803.2,9573,14576.1
new data (hospital-based + HUS),total medical cost averted (million US$),100,2,KEN,mAb,Kenya,3990000,100$(mAb),KEN $100 mAb,4,4,3.8,4.2,3.5,4.5
new data (hospital-based + HUS),incremental cost/DALY averted (US$),100,2,KEN,mAb,Kenya,142,100$(mAb),KEN $100 mAb,4659.3,4681.7,4341.3,5040.6,3795.5,5856.6
new data (hospital-based + HUS),incremental cost (million US$),100,2,ZAF,mAb,South Africa,10680000,100$(mAb),ZAF $100 mAb,90.3,90.4,89.2,91.6,86.9,93.6
new data (hospital-based + HUS),incremental cost/DALY (disc) averted (US$),100,2,ZAF,mAb,South Africa,1254,100$(mAb),ZAF $100 mAb,10642,10646.1,9939.5,11423.4,8830.2,13165.7
new data (hospital-based + HUS),intervention cost (million US$),100,2,ZAF,mAb,South Africa,6447000,100$(mAb),ZAF $100 mAb,107.5,107.5,107.5,107.5,107.5,107.5
new data (hospital-based + HUS),total DALY averted (US$),100,2,ZAF,mAb,South Africa,18400,100$(mAb),ZAF $100 mAb,18394.5,18401,17345,19458.2,15376.9,21372.2
new data (hospital-based + HUS),total DALY (disc) averted (US$),100,2,ZAF,mAb,South Africa,8489,100$(mAb),ZAF $100 mAb,8489,8489.5,8016,8973.2,7110.9,9840
new data (hospital-based + HUS),total medical cost averted (million US$),100,2,ZAF,mAb,South Africa,17120000,100$(mAb),ZAF $100 mAb,17.2,17.1,15.9,18.3,13.9,20.6
new data (hospital-based + HUS),incremental cost/DALY averted (US$),100,2,ZAF,mAb,South Africa,579,100$(mAb),ZAF $100 mAb,4911.2,4911.7,4583.7,5279.3,4065.6,6088.4
