"config_tag","scenario","intervention","efficacy_maternal","efficacy_infant","dur_protection_maternal","dur_protection_infant","price_mAb_sens_factor","year","country_iso","coverage_maternal","coverage_infant"
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"ETH",0.92,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"ETH",0,0.92
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"ETH",0.92,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"ETH",0,0.92
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"ETH",0.92,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"ETH",0,0.92
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"GEO",0.98,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"GEO",0,0.98
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"GEO",0.98,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"GEO",0,0.98
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"GEO",0.98,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"GEO",0,0.98
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"GEO",0.98,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"GEO",0,0.98
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"GEO",0.98,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"GEO",0,0.98
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"GEO",0.98,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"GEO",0,0.98
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"GEO",0.98,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"GEO",0,0.98
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"GHA",0.94,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"GHA",0,0.94
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"GHA",0.94,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"GHA",0,0.94
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"GHA",0.94,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"GHA",0,0.94
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"GHA",0.94,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"GHA",0,0.94
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"GHA",0.94,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"GHA",0,0.94
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"GHA",0.94,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"GHA",0,0.94
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"GHA",0.94,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"GHA",0,0.94
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"GIN",0.86,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"GIN",0,0.86
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"GIN",0.86,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"GIN",0,0.86
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"GIN",0.86,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"GIN",0,0.86
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"GIN",0.86,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"GIN",0,0.86
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"GIN",0.86,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"GIN",0,0.86
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"GIN",0.86,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"GIN",0,0.86
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"GIN",0.86,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"GIN",0,0.86
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"GMB",0.98,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"GMB",0,0.98
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"GMB",0.98,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"GMB",0,0.98
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"GMB",0.98,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"GMB",0,0.98
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"GMB",0.98,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"GMB",0,0.98
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"GMB",0.98,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"GMB",0,0.98
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"GMB",0.98,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"GMB",0,0.98
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"GMB",0.98,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"GMB",0,0.98
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"GNB",0.83,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"GNB",0,0.83
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"GNB",0.83,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"GNB",0,0.83
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"GNB",0.83,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"GNB",0,0.83
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"GNB",0.83,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"GNB",0,0.83
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"GNB",0.83,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"GNB",0,0.83
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"GNB",0.83,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"GNB",0,0.83
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"GNB",0.83,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"GNB",0,0.83
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"GUY",0.95,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"GUY",0,0.95
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"GUY",0.95,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"GUY",0,0.95
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"GUY",0.95,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"GUY",0,0.95
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"GUY",0.95,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"GUY",0,0.95
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"GUY",0.95,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"GUY",0,0.95
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"GUY",0.95,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"GUY",0,0.95
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"GUY",0.95,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"GUY",0,0.95
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"HND",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"HND",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"HND",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"HND",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"HND",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"HND",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"HND",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"HND",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"HND",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"HND",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"HND",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"HND",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"HND",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"HND",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"HTI",0.63,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"HTI",0,0.63
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"HTI",0.63,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"HTI",0,0.63
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"HTI",0.63,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"HTI",0,0.63
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"HTI",0.63,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"HTI",0,0.63
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"HTI",0.63,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"HTI",0,0.63
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"HTI",0.63,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"HTI",0,0.63
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"HTI",0.63,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"HTI",0,0.63
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"IDN",0.9,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"IDN",0,0.9
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"IDN",0.9,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"IDN",0,0.9
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"IDN",0.9,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"IDN",0,0.9
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"IDN",0.9,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"IDN",0,0.9
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"IDN",0.9,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"IDN",0,0.9
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"IDN",0.9,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"IDN",0,0.9
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"IDN",0.9,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"IDN",0,0.9
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"IND",0.89,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"IND",0,0.89
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"IND",0.89,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"IND",0,0.89
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"IND",0.89,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"IND",0,0.89
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"IND",0.89,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"IND",0,0.89
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"IND",0.89,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"IND",0,0.89
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"IND",0.89,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"IND",0,0.89
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"IND",0.89,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"IND",0,0.89
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"KEN",0.86,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"KEN",0,0.86
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"KEN",0.86,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"KEN",0,0.86
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"KEN",0.86,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"KEN",0,0.86
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"KEN",0.86,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"KEN",0,0.86
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"KEN",0.86,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"KEN",0,0.86
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"KEN",0.86,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"KEN",0,0.86
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"KEN",0.86,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"KEN",0,0.86
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"KGZ",0.97,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"KGZ",0,0.97
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"KGZ",0.97,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"KGZ",0,0.97
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"KGZ",0.97,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"KGZ",0,0.97
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"KGZ",0.97,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"KGZ",0,0.97
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"KGZ",0.97,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"KGZ",0,0.97
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"KGZ",0.97,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"KGZ",0,0.97
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"KGZ",0.97,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"KGZ",0,0.97
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"KHM",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"KHM",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"KHM",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"KHM",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"KHM",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"KHM",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"KHM",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"KHM",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"KHM",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"KHM",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"KHM",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"KHM",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"KHM",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"KHM",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"KIR",0.79,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"KIR",0,0.79
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"KIR",0.79,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"KIR",0,0.79
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"KIR",0.79,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"KIR",0,0.79
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"KIR",0.79,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"KIR",0,0.79
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"KIR",0.79,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"KIR",0,0.79
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"KIR",0.79,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"KIR",0,0.79
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"KIR",0.79,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"KIR",0,0.79
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"LAO",0.78,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"LAO",0,0.78
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"LAO",0.78,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"LAO",0,0.78
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"LAO",0.78,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"LAO",0,0.78
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"LAO",0.78,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"LAO",0,0.78
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"LAO",0.78,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"LAO",0,0.78
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"LAO",0.78,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"LAO",0,0.78
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"LAO",0.78,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"LAO",0,0.78
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"LBR",0.97,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"LBR",0,0.97
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"LBR",0.97,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"LBR",0,0.97
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"LBR",0.97,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"LBR",0,0.97
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"LBR",0.97,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"LBR",0,0.97
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"LBR",0.97,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"LBR",0,0.97
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"LBR",0.97,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"LBR",0,0.97
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"LBR",0.97,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"LBR",0,0.97
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"LKA",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"LKA",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"LKA",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"LKA",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"LKA",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"LKA",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"LKA",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"LKA",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"LKA",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"LKA",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"LKA",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"LKA",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"LKA",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"LKA",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"LSO",0.68,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"LSO",0,0.68
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"LSO",0.68,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"LSO",0,0.68
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"LSO",0.68,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"LSO",0,0.68
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"LSO",0.68,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"LSO",0,0.68
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"LSO",0.68,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"LSO",0,0.68
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"LSO",0.68,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"LSO",0,0.68
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"LSO",0.68,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"LSO",0,0.68
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MDA",0.97,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MDA",0,0.97
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MDA",0.97,0
